"Statistic Label","Year","Gross Vehicle Weight","Fuel Type","Type of Carriage","Licensing Authority","UNIT","VALUE"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Meath","Number","11"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Monaghan","Number","2"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Mayo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Offaly","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Roscommon","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Sligo","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Tipperary","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Waterford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Wicklow","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Westmeath","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Co. Wexford","Number",""
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","Other fuel types","Own account","Ireland","Number","144"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Clare","Number","682"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Cork","Number","4316"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Cavan","Number","770"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Carlow","Number","700"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Donegal","Number","1168"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Dublin","Number","7899"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Galway","Number","1827"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Kildare","Number","2034"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Kilkenny","Number","1107"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Kerry","Number","914"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Longford","Number","506"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Louth","Number","864"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Limerick","Number","1706"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Leitrim","Number","207"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Laois","Number","817"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Meath","Number","2072"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Monaghan","Number","1486"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Mayo","Number","1003"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Offaly","Number","610"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Roscommon","Number","542"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Sligo","Number","421"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Tipperary","Number","1552"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Waterford","Number","515"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Wicklow","Number","758"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Westmeath","Number","617"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Co. Wexford","Number","1975"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Main use (own account and hire or reward)","Ireland","Number","37068"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Clare","Number","487"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Cork","Number","898"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Cavan","Number","253"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Carlow","Number","77"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Donegal","Number","407"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Dublin","Number","993"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Galway","Number","315"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Kildare","Number","338"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Kilkenny","Number","225"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Kerry","Number","156"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Longford","Number","48"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Louth","Number","183"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Limerick","Number","269"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Leitrim","Number","67"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Laois","Number","171"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Meath","Number","371"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Monaghan","Number","91"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Mayo","Number","131"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Offaly","Number","204"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Roscommon","Number","99"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Sligo","Number","81"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Tipperary","Number","384"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Waterford","Number","31"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Wicklow","Number","165"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Westmeath","Number","236"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Co. Wexford","Number","584"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Hire or reward","Ireland","Number","7264"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Own account","Co. Clare","Number","195"
"Goods vehicles","2024","N3 - Vehicles used for the carriage of goods and having a maximum mass exceeding 12 tonnes","All fuel types","Own account","Co. Cork","Number","3418"
